security,date,vwap,close,volume,fut_val_pt,fut_contract_size,contract_value,price_basis,usd_notional_traded
CL1 Comdty,2026-05-13,101.9012,101.02,212582.0,1000.0,1000.0,75350.00000000001,vwap,21662360898.4
CL1 Comdty,2026-05-14,101.0308,101.17,173862.0,1000.0,1000.0,75350.00000000001,vwap,17565416949.6
CL1 Comdty,2026-05-15,104.3616,105.42,96552.0,1000.0,1000.0,75350.00000000001,vwap,10076321203.199999
CL1 Comdty,2026-05-18,106.0766,108.66,117910.0,1000.0,1000.0,75350.00000000001,vwap,12507491906.0
CL1 Comdty,2026-05-19,107.9015,107.77,30405.0,1000.0,1000.0,75350.00000000001,vwap,3280745107.5
CL1 Comdty,2026-05-20,100.2044,98.26,320034.0,1000.0,1000.0,75350.00000000001,vwap,32068814949.600002
CL1 Comdty,2026-05-21,99.3209,96.35,345482.0,1000.0,1000.0,75350.00000000001,vwap,34313583173.8
CL1 Comdty,2026-05-22,97.0613,96.6,261142.0,1000.0,1000.0,75350.00000000001,vwap,25346782004.6
CL1 Comdty,2026-05-25,91.3589,,,1000.0,1000.0,75350.00000000001,vwap,
CL1 Comdty,2026-05-26,93.0955,93.89,358867.0,1000.0,1000.0,75350.00000000001,vwap,33408902798.5
CL1 Comdty,2026-05-27,90.0422,88.68,290948.0,1000.0,1000.0,75350.00000000001,vwap,26197598005.6
CL1 Comdty,2026-05-28,90.0206,88.9,235145.0,1000.0,1000.0,75350.00000000001,vwap,21167893987.0
CL1 Comdty,2026-05-29,87.5616,87.36,267803.0,1000.0,1000.0,75350.00000000001,vwap,23449259164.8
CL1 Comdty,2026-06-01,92.1636,92.16,322039.0,1000.0,1000.0,75350.00000000001,vwap,29680273580.4
CL1 Comdty,2026-06-02,92.2053,93.76,238146.0,1000.0,1000.0,75350.00000000001,vwap,21958323373.8
CL1 Comdty,2026-06-03,95.6346,96.02,260613.0,1000.0,1000.0,75350.00000000001,vwap,24923620009.800003
CL1 Comdty,2026-06-04,93.447,93.04,219500.0,1000.0,1000.0,75350.00000000001,vwap,20511616500.0
CL1 Comdty,2026-06-05,91.4553,90.54,252903.0,1000.0,1000.0,75350.00000000001,vwap,23129319735.9
CL1 Comdty,2026-06-08,92.6741,91.3,278650.0,1000.0,1000.0,75350.00000000001,vwap,25823637965.0
CL1 Comdty,2026-06-09,88.3982,88.2,306101.0,1000.0,1000.0,75350.00000000001,vwap,27058777418.2
CL1 Comdty,2026-06-10,89.8219,90.03,291935.0,1000.0,1000.0,75350.00000000001,vwap,26222156376.5
CL1 Comdty,2026-06-11,89.454,87.71,317151.0,1000.0,1000.0,75350.00000000001,vwap,28370425553.999996
CL1 Comdty,2026-06-12,85.1757,84.88,233924.0,1000.0,1000.0,75350.00000000001,vwap,19924640446.8
CL1 Comdty,2026-06-15,80.5358,80.75,208395.0,1000.0,1000.0,75350.00000000001,vwap,16783258040.999998
CL1 Comdty,2026-06-16,77.4893,76.05,205050.0,1000.0,1000.0,75350.00000000001,vwap,15889180965.0
CL1 Comdty,2026-06-17,76.6772,76.79,100474.0,1000.0,1000.0,75350.00000000001,vwap,7704064992.8
CO1 Comdty,2025-06-17,74.948,76.45,620663.0,1000.0,1000.0,78290.0,vwap,46517450524.0
CO1 Comdty,2025-06-18,76.0328,76.7,602378.0,1000.0,1000.0,78290.0,vwap,45800485998.399994
CO1 Comdty,2025-06-19,77.7571,78.85,333377.0,1000.0,1000.0,78290.0,vwap,25922428726.699997
CO1 Comdty,2025-06-20,76.7508,77.01,407655.0,1000.0,1000.0,78290.0,vwap,31287847373.999996
CO1 Comdty,2025-06-23,75.6275,71.48,648971.0,1000.0,1000.0,78290.0,vwap,49080054302.5
CO1 Comdty,2025-06-24,68.4405,67.14,453897.0,1000.0,1000.0,78290.0,vwap,31064937628.5
CO1 Comdty,2025-06-25,67.9817,67.68,213998.0,1000.0,1000.0,78290.0,vwap,14547947836.6
CO1 Comdty,2025-06-26,68.1873,67.73,111536.0,1000.0,1000.0,78290.0,vwap,7605338692.799999
CO1 Comdty,2025-06-27,67.9904,67.77,93021.0,1000.0,1000.0,78290.0,vwap,6324534998.399999
CO1 Comdty,2025-07-01,66.9766,67.11,270047.0,1000.0,1000.0,78290.0,vwap,18086829900.2
CO1 Comdty,2025-07-02,67.9396,69.11,384482.0,1000.0,1000.0,78290.0,vwap,26121553287.2
CO1 Comdty,2025-07-03,68.7019,68.8,313952.0,1000.0,1000.0,78290.0,vwap,21569098908.8
CO1 Comdty,2025-07-04,68.2813,68.3,160484.0,1000.0,1000.0,78290.0,vwap,10958056149.2
CO1 Comdty,2025-07-07,68.8356,69.58,313875.0,1000.0,1000.0,78290.0,vwap,21605773950.0
CO1 Comdty,2025-07-08,69.75,70.15,282680.0,1000.0,1000.0,78290.0,vwap,19716930000.0
CO1 Comdty,2025-07-09,70.2112,70.19,273957.0,1000.0,1000.0,78290.0,vwap,19234849718.4
CO1 Comdty,2025-07-10,69.3324,68.64,345201.0,1000.0,1000.0,78290.0,vwap,23933613812.4
CO1 Comdty,2025-07-11,69.7142,70.36,290553.0,1000.0,1000.0,78290.0,vwap,20255669952.600002
CO1 Comdty,2025-07-14,70.2521,69.21,362843.0,1000.0,1000.0,78290.0,vwap,25490482720.3
CO1 Comdty,2025-07-15,68.9389,68.71,314882.0,1000.0,1000.0,78290.0,vwap,21707618709.800003
CO1 Comdty,2025-07-16,68.3152,68.52,361645.0,1000.0,1000.0,78290.0,vwap,24705850504.0
CO1 Comdty,2025-07-17,68.8986,69.52,324161.0,1000.0,1000.0,78290.0,vwap,22334239074.6
CO1 Comdty,2025-07-18,69.8924,69.28,411813.0,1000.0,1000.0,78290.0,vwap,28782598921.2
CO1 Comdty,2025-07-21,68.9795,69.21,281220.0,1000.0,1000.0,78290.0,vwap,19398414990.000004
CO1 Comdty,2025-07-22,68.5179,68.59,312776.0,1000.0,1000.0,78290.0,vwap,21430754690.4
CO1 Comdty,2025-07-23,68.3757,68.51,286302.0,1000.0,1000.0,78290.0,vwap,19576099661.399998
CO1 Comdty,2025-07-24,69.0951,69.18,277255.0,1000.0,1000.0,78290.0,vwap,19156961950.5
CO1 Comdty,2025-07-25,69.0521,68.44,166658.0,1000.0,1000.0,78290.0,vwap,11508084881.8
CO1 Comdty,2025-07-28,69.6967,70.04,203444.0,1000.0,1000.0,78290.0,vwap,14179375434.800001
CO1 Comdty,2025-07-29,71.0989,72.51,136654.0,1000.0,1000.0,78290.0,vwap,9715949080.6
CO1 Comdty,2025-07-30,72.7608,73.24,111920.0,1000.0,1000.0,78290.0,vwap,8143388736.000001
CO1 Comdty,2025-07-31,72.7867,72.53,16017.0,1000.0,1000.0,78290.0,vwap,1165824573.8999999
CO1 Comdty,2025-08-01,70.6062,69.67,418023.0,1000.0,1000.0,78290.0,vwap,29515015542.600002
CO1 Comdty,2025-08-04,68.8512,68.76,308419.0,1000.0,1000.0,78290.0,vwap,21235018252.800003
CO1 Comdty,2025-08-05,68.0484,67.64,334756.0,1000.0,1000.0,78290.0,vwap,22779610190.4
CO1 Comdty,2025-08-06,67.9667,66.89,395902.0,1000.0,1000.0,78290.0,vwap,26908152463.4
CO1 Comdty,2025-08-07,66.9586,66.43,319759.0,1000.0,1000.0,78290.0,vwap,21410614977.4
CO1 Comdty,2025-08-08,66.429,66.59,375279.0,1000.0,1000.0,78290.0,vwap,24929408691.0
CO1 Comdty,2025-08-11,66.5377,66.63,223885.0,1000.0,1000.0,78290.0,vwap,14896792964.5
CO1 Comdty,2025-08-12,66.4319,66.12,228127.0,1000.0,1000.0,78290.0,vwap,15154910051.300001
CO1 Comdty,2025-08-13,65.6404,65.63,310057.0,1000.0,1000.0,78290.0,vwap,20352265502.8
CO1 Comdty,2025-08-14,66.3229,66.84,275021.0,1000.0,1000.0,78290.0,vwap,18240190280.9
CO1 Comdty,2025-08-15,66.2742,65.85,251202.0,1000.0,1000.0,78290.0,vwap,16648211588.4
CO1 Comdty,2025-08-18,66.0393,66.6,275216.0,1000.0,1000.0,78290.0,vwap,18175071988.8
CO1 Comdty,2025-08-19,65.9585,65.79,266925.0,1000.0,1000.0,78290.0,vwap,17605972612.5
CO1 Comdty,2025-08-20,66.5586,66.84,290230.0,1000.0,1000.0,78290.0,vwap,19317302478.0
CO1 Comdty,2025-08-21,67.2894,67.67,263215.0,1000.0,1000.0,78290.0,vwap,17711579421.0
CO1 Comdty,2025-08-22,67.7101,67.73,192512.0,1000.0,1000.0,78290.0,vwap,13035006771.199999
CO1 Comdty,2025-08-25,68.4569,68.8,130685.0,1000.0,1000.0,78290.0,vwap,8946289976.5
CO1 Comdty,2025-08-26,67.7609,67.22,177904.0,1000.0,1000.0,78290.0,vwap,12054935153.600002
CO1 Comdty,2025-08-27,67.4404,68.05,131600.0,1000.0,1000.0,78290.0,vwap,8875156639.999998
CO1 Comdty,2025-08-28,67.7821,68.62,105363.0,1000.0,1000.0,78290.0,vwap,7141725402.3
CO1 Comdty,2025-08-29,68.1654,68.12,18134.0,1000.0,1000.0,78290.0,vwap,1236111363.6000001
CO1 Comdty,2025-09-01,68.0138,68.15,151207.0,1000.0,1000.0,78290.0,vwap,10284162656.6
CO1 Comdty,2025-09-02,68.8666,69.14,346061.0,1000.0,1000.0,78290.0,vwap,23832044462.6
CO1 Comdty,2025-09-03,68.0541,67.6,393060.0,1000.0,1000.0,78290.0,vwap,26749344546.000004
CO1 Comdty,2025-09-04,66.9226,66.99,295612.0,1000.0,1000.0,78290.0,vwap,19783123631.2
CO1 Comdty,2025-09-05,65.8861,65.5,327793.0,1000.0,1000.0,78290.0,vwap,21597002377.3
CO1 Comdty,2025-09-08,66.3677,66.02,257318.0,1000.0,1000.0,78290.0,vwap,17077603828.6
CO1 Comdty,2025-09-09,66.7732,66.39,309163.0,1000.0,1000.0,78290.0,vwap,20643802831.6
CO1 Comdty,2025-09-10,67.2023,67.49,274930.0,1000.0,1000.0,78290.0,vwap,18475928338.999996
CO1 Comdty,2025-09-11,66.7301,66.37,247539.0,1000.0,1000.0,78290.0,vwap,16518302223.899998
CO1 Comdty,2025-09-12,67.0874,66.99,397411.0,1000.0,1000.0,78290.0,vwap,26661270721.4
CO1 Comdty,2025-09-15,67.3717,67.44,207092.0,1000.0,1000.0,78290.0,vwap,13952140096.4
CO1 Comdty,2025-09-16,67.9357,68.47,305979.0,1000.0,1000.0,78290.0,vwap,20786897550.3
CO1 Comdty,2025-09-17,68.1511,67.95,233624.0,1000.0,1000.0,78290.0,vwap,15921732586.4
CO1 Comdty,2025-09-18,67.7789,67.44,254387.0,1000.0,1000.0,78290.0,vwap,17242071034.3
CO1 Comdty,2025-09-19,66.9624,66.68,276242.0,1000.0,1000.0,78290.0,vwap,18497827300.8
CO1 Comdty,2025-09-22,66.5349,66.57,250232.0,1000.0,1000.0,78290.0,vwap,16649161096.799997
CO1 Comdty,2025-09-23,67.3226,67.63,252186.0,1000.0,1000.0,78290.0,vwap,16977817203.599997
CO1 Comdty,2025-09-24,68.5587,69.31,222734.0,1000.0,1000.0,78290.0,vwap,15270353485.8
CO1 Comdty,2025-09-25,69.0796,69.42,210514.0,1000.0,1000.0,78290.0,vwap,14542222914.4
CO1 Comdty,2025-09-26,69.9346,70.13,110375.0,1000.0,1000.0,78290.0,vwap,7719031475.000001
CO1 Comdty,2025-09-29,68.6764,67.97,107593.0,1000.0,1000.0,78290.0,vwap,7389099905.2
CO1 Comdty,2025-09-30,67.1599,67.02,19232.0,1000.0,1000.0,78290.0,vwap,1291619196.7999997
CO1 Comdty,2025-10-01,65.6242,65.35,420602.0,1000.0,1000.0,78290.0,vwap,27601669768.4
CO1 Comdty,2025-10-02,64.8148,64.11,480218.0,1000.0,1000.0,78290.0,vwap,31125233626.4
CO1 Comdty,2025-10-03,64.6119,64.53,311949.0,1000.0,1000.0,78290.0,vwap,20155617593.1
CO1 Comdty,2025-10-06,65.3835,65.47,299840.0,1000.0,1000.0,78290.0,vwap,19604588640.0
CO1 Comdty,2025-10-07,65.3281,65.45,293952.0,1000.0,1000.0,78290.0,vwap,19203325651.2
CO1 Comdty,2025-10-08,66.1754,66.25,325860.0,1000.0,1000.0,78290.0,vwap,21563915844.0
CO1 Comdty,2025-10-09,65.865,65.22,345803.0,1000.0,1000.0,78290.0,vwap,22776314595.0
CO1 Comdty,2025-10-10,63.6829,62.73,547989.0,1000.0,1000.0,78290.0,vwap,34897528688.1
CO1 Comdty,2025-10-13,63.5363,63.32,346533.0,1000.0,1000.0,78290.0,vwap,22017424647.9
CO1 Comdty,2025-10-14,62.2124,62.39,423160.0,1000.0,1000.0,78290.0,vwap,26325799184.0
CO1 Comdty,2025-10-15,62.3326,61.91,331204.0,1000.0,1000.0,78290.0,vwap,20644806450.399998
CO1 Comdty,2025-10-16,61.8357,61.06,416749.0,1000.0,1000.0,78290.0,vwap,25769966139.3
CO1 Comdty,2025-10-17,60.8937,61.29,378719.0,1000.0,1000.0,78290.0,vwap,23061601170.3
CO1 Comdty,2025-10-20,60.7532,61.01,265942.0,1000.0,1000.0,78290.0,vwap,16156827514.4
CO1 Comdty,2025-10-21,61.1656,61.32,379197.0,1000.0,1000.0,78290.0,vwap,23193812023.199997
CO1 Comdty,2025-10-22,62.6851,62.59,459234.0,1000.0,1000.0,78290.0,vwap,28787129213.399998
CO1 Comdty,2025-10-23,65.4715,65.99,708836.0,1000.0,1000.0,78290.0,vwap,46408556174.0
CO1 Comdty,2025-10-24,66.1785,65.94,312548.0,1000.0,1000.0,78290.0,vwap,20683957818.0
CO1 Comdty,2025-10-27,65.8263,65.62,247016.0,1000.0,1000.0,78290.0,vwap,16260149320.800001
CO1 Comdty,2025-10-28,64.5539,64.4,232265.0,1000.0,1000.0,78290.0,vwap,14993611583.5
CO1 Comdty,2025-10-29,64.6601,64.92,105757.0,1000.0,1000.0,78290.0,vwap,6838258195.7
CO1 Comdty,2025-10-30,64.6738,65.0,110563.0,1000.0,1000.0,78290.0,vwap,7150529349.4
CO1 Comdty,2025-10-31,65.0419,65.07,20708.0,1000.0,1000.0,78290.0,vwap,1346887665.2
CO1 Comdty,2025-11-03,64.8624,64.89,307412.0,1000.0,1000.0,78290.0,vwap,19939480108.8
CO1 Comdty,2025-11-04,64.3278,64.44,265674.0,1000.0,1000.0,78290.0,vwap,17090223937.199999
CO1 Comdty,2025-11-05,64.1872,63.52,334450.0,1000.0,1000.0,78290.0,vwap,21467409040.000004
CO1 Comdty,2025-11-06,63.4899,63.38,392514.0,1000.0,1000.0,78290.0,vwap,24920674608.6
CO1 Comdty,2025-11-07,63.7966,63.63,358550.0,1000.0,1000.0,78290.0,vwap,22874270930.0
CO1 Comdty,2025-11-10,63.8565,64.06,273055.0,1000.0,1000.0,78290.0,vwap,17436336607.499996
CO1 Comdty,2025-11-11,64.6736,65.16,309789.0,1000.0,1000.0,78290.0,vwap,20035169870.399998
CO1 Comdty,2025-11-12,63.6373,62.71,403454.0,1000.0,1000.0,78290.0,vwap,25674723234.2
CO1 Comdty,2025-11-13,62.9637,63.01,324105.0,1000.0,1000.0,78290.0,vwap,20406849988.500004
CO1 Comdty,2025-11-14,64.1626,64.39,461051.0,1000.0,1000.0,78290.0,vwap,29582230892.6
CO1 Comdty,2025-11-17,64.2288,64.2,258781.0,1000.0,1000.0,78290.0,vwap,16621193092.800003
CO1 Comdty,2025-11-18,64.2068,64.89,368650.0,1000.0,1000.0,78290.0,vwap,23669836820.0
CO1 Comdty,2025-11-19,63.657,63.51,402634.0,1000.0,1000.0,78290.0,vwap,25630472538.0
CO1 Comdty,2025-11-20,63.672,63.38,345940.0,1000.0,1000.0,78290.0,vwap,22026691680.0
CO1 Comdty,2025-11-21,62.3985,62.56,317457.0,1000.0,1000.0,78290.0,vwap,19808840614.5
CO1 Comdty,2025-11-24,62.6747,63.37,209009.0,1000.0,1000.0,78290.0,vwap,13099576372.300001
CO1 Comdty,2025-11-25,62.3504,62.48,232003.0,1000.0,1000.0,78290.0,vwap,14465479851.199999
CO1 Comdty,2025-11-26,62.5753,63.13,124931.0,1000.0,1000.0,78290.0,vwap,7817594804.3
CO1 Comdty,2025-11-27,63.1084,63.34,64933.0,1000.0,1000.0,78290.0,vwap,4097817737.2000003
CO1 Comdty,2025-11-28,63.3424,63.2,23584.0,1000.0,1000.0,78290.0,vwap,1493867161.6
CO1 Comdty,2025-12-01,63.2541,63.17,313721.0,1000.0,1000.0,78290.0,vwap,19844139506.1
CO1 Comdty,2025-12-02,62.8154,62.45,300177.0,1000.0,1000.0,78290.0,vwap,18855738325.8
CO1 Comdty,2025-12-03,62.9462,62.67,263708.0,1000.0,1000.0,78290.0,vwap,16599416509.599998
CO1 Comdty,2025-12-04,63.0728,63.26,218464.0,1000.0,1000.0,78290.0,vwap,13779136179.2
CO1 Comdty,2025-12-05,63.584,63.75,243204.0,1000.0,1000.0,78290.0,vwap,15463883136.0
CO1 Comdty,2025-12-08,63.0416,62.49,276729.0,1000.0,1000.0,78290.0,vwap,17445438926.4
CO1 Comdty,2025-12-09,62.2146,61.94,240378.0,1000.0,1000.0,78290.0,vwap,14955021118.8
CO1 Comdty,2025-12-10,61.9372,62.21,298743.0,1000.0,1000.0,78290.0,vwap,18503304939.6
CO1 Comdty,2025-12-11,61.3076,61.28,328702.0,1000.0,1000.0,78290.0,vwap,20151930735.2
CO1 Comdty,2025-12-12,61.251,61.12,246059.0,1000.0,1000.0,78290.0,vwap,15071359809.0
CO1 Comdty,2025-12-15,60.668,60.56,288625.0,1000.0,1000.0,78290.0,vwap,17510301500.0
CO1 Comdty,2025-12-16,59.3793,58.92,356770.0,1000.0,1000.0,78290.0,vwap,21184752861.0
CO1 Comdty,2025-12-17,59.915,59.68,346605.0,1000.0,1000.0,78290.0,vwap,20766838575.0
CO1 Comdty,2025-12-18,59.9763,59.82,237230.0,1000.0,1000.0,78290.0,vwap,14228177649.0
CO1 Comdty,2025-12-19,60.0448,60.47,241730.0,1000.0,1000.0,78290.0,vwap,14514629504.0
CO1 Comdty,2025-12-22,61.6064,62.07,246202.0,1000.0,1000.0,78290.0,vwap,15167618892.8
CO1 Comdty,2025-12-23,62.129,62.38,179217.0,1000.0,1000.0,78290.0,vwap,11134572992.999998
CO1 Comdty,2025-12-24,62.4505,62.24,81084.0,1000.0,1000.0,78290.0,vwap,5063736342.0
CO1 Comdty,2025-12-26,61.8089,60.64,53275.0,1000.0,1000.0,78290.0,vwap,3292869147.5
CO1 Comdty,2025-12-29,61.7576,61.94,86952.0,1000.0,1000.0,78290.0,vwap,5369946835.2
CO1 Comdty,2025-12-30,62.0139,61.92,29686.0,1000.0,1000.0,78290.0,vwap,1840944635.4
CO1 Comdty,2025-12-31,61.3576,60.85,208854.0,1000.0,1000.0,78290.0,vwap,12814780190.4
CO1 Comdty,2026-01-02,60.5446,60.75,265475.0,1000.0,1000.0,78290.0,vwap,16073077685.0
CO1 Comdty,2026-01-05,61.0295,61.76,392716.0,1000.0,1000.0,78290.0,vwap,23967261122.0
CO1 Comdty,2026-01-06,61.5637,60.7,389051.0,1000.0,1000.0,78290.0,vwap,23951419048.699997
CO1 Comdty,2026-01-07,60.2654,59.96,467383.0,1000.0,1000.0,78290.0,vwap,28167023448.199997
CO1 Comdty,2026-01-08,61.2458,61.99,483618.0,1000.0,1000.0,78290.0,vwap,29619571304.4
CO1 Comdty,2026-01-09,62.99,63.34,458484.0,1000.0,1000.0,78290.0,vwap,28879907160.0
CO1 Comdty,2026-01-12,63.3823,63.87,409021.0,1000.0,1000.0,78290.0,vwap,25924691728.300003
CO1 Comdty,2026-01-13,65.1492,65.47,590143.0,1000.0,1000.0,78290.0,vwap,38447344335.6
CO1 Comdty,2026-01-14,65.6018,66.52,693298.0,1000.0,1000.0,78290.0,vwap,45481596736.4
CO1 Comdty,2026-01-15,63.9302,63.76,490579.0,1000.0,1000.0,78290.0,vwap,31362813585.8
CO1 Comdty,2026-01-16,64.2705,64.13,315227.0,1000.0,1000.0,78290.0,vwap,20259796903.5
CO1 Comdty,2026-01-19,63.8072,63.94,224175.0,1000.0,1000.0,78290.0,vwap,14303979060.0
CO1 Comdty,2026-01-20,64.3639,64.92,476370.0,1000.0,1000.0,78290.0,vwap,30661031043.0
CO1 Comdty,2026-01-21,64.6569,65.24,423504.0,1000.0,1000.0,78290.0,vwap,27382455777.6
CO1 Comdty,2026-01-22,64.3544,64.06,345075.0,1000.0,1000.0,78290.0,vwap,22207094580.0
CO1 Comdty,2026-01-23,65.3794,65.88,302509.0,1000.0,1000.0,78290.0,vwap,19777856914.6
CO1 Comdty,2026-01-26,65.7515,65.59,254102.0,1000.0,1000.0,78290.0,vwap,16707587652.999998
CO1 Comdty,2026-01-27,66.4832,67.57,274287.0,1000.0,1000.0,78290.0,vwap,18235477478.399998
CO1 Comdty,2026-01-28,67.8612,68.4,167809.0,1000.0,1000.0,78290.0,vwap,11387720110.8
CO1 Comdty,2026-01-29,70.1962,70.71,119222.0,1000.0,1000.0,78290.0,vwap,8368931356.400001
CO1 Comdty,2026-01-30,70.5031,70.69,24400.0,1000.0,1000.0,78290.0,vwap,1720275640.0000002
CO1 Comdty,2026-02-02,66.2346,66.3,531532.0,1000.0,1000.0,78290.0,vwap,35205809407.200005
CO1 Comdty,2026-02-03,66.7015,67.33,475717.0,1000.0,1000.0,78290.0,vwap,31731037475.5
CO1 Comdty,2026-02-04,68.3282,69.46,519701.0,1000.0,1000.0,78290.0,vwap,35510233868.2
CO1 Comdty,2026-02-05,67.8418,67.55,353261.0,1000.0,1000.0,78290.0,vwap,23965862109.800003
CO1 Comdty,2026-02-06,67.9631,68.05,468635.0,1000.0,1000.0,78290.0,vwap,31849887368.499996
CO1 Comdty,2026-02-09,68.3527,69.04,281051.0,1000.0,1000.0,78290.0,vwap,19210594687.7
CO1 Comdty,2026-02-10,69.0412,68.8,288656.0,1000.0,1000.0,78290.0,vwap,19929156627.2
CO1 Comdty,2026-02-11,69.8739,69.4,333597.0,1000.0,1000.0,78290.0,vwap,23309723418.300003
CO1 Comdty,2026-02-12,68.395,67.52,326508.0,1000.0,1000.0,78290.0,vwap,22331514660.0
CO1 Comdty,2026-02-13,67.5463,67.75,265539.0,1000.0,1000.0,78290.0,vwap,17936176955.7
CO1 Comdty,2026-02-16,68.0782,68.65,130639.0,1000.0,1000.0,78290.0,vwap,8893667969.8
CO1 Comdty,2026-02-17,67.763,67.42,396879.0,1000.0,1000.0,78290.0,vwap,26893711677.0
CO1 Comdty,2026-02-18,69.2813,70.35,425231.0,1000.0,1000.0,78290.0,vwap,29460556480.300003
CO1 Comdty,2026-02-19,71.3881,71.66,512048.0,1000.0,1000.0,78290.0,vwap,36554133828.8
CO1 Comdty,2026-02-20,71.5325,71.76,294582.0,1000.0,1000.0,78290.0,vwap,21072186915.0
CO1 Comdty,2026-02-23,71.6846,71.49,213259.0,1000.0,1000.0,78290.0,vwap,15287386111.400002
CO1 Comdty,2026-02-24,71.4135,70.77,260145.0,1000.0,1000.0,78290.0,vwap,18577864957.5
CO1 Comdty,2026-02-25,70.9867,70.85,138963.0,1000.0,1000.0,78290.0,vwap,9864524792.099998
CO1 Comdty,2026-02-26,70.9874,70.75,143900.0,1000.0,1000.0,78290.0,vwap,10215086860.0
CO1 Comdty,2026-02-27,72.2776,72.48,26650.0,1000.0,1000.0,78290.0,vwap,1926198040.0000002
CO1 Comdty,2026-03-02,78.531,77.74,1144507.0,1000.0,1000.0,78290.0,vwap,89879279217.0
CO1 Comdty,2026-03-03,82.24,81.4,1210154.0,1000.0,1000.0,78290.0,vwap,99523064960.0
CO1 Comdty,2026-03-04,82.1785,81.4,791425.0,1000.0,1000.0,78290.0,vwap,65038119362.5
CO1 Comdty,2026-03-05,83.9936,85.41,891294.0,1000.0,1000.0,78290.0,vwap,74862991718.4
CO1 Comdty,2026-03-06,89.4909,92.69,1010499.0,1000.0,1000.0,78290.0,vwap,90430464959.09999
CO1 Comdty,2026-03-09,103.2274,98.96,1217322.0,1000.0,1000.0,78290.0,vwap,125660985022.8
CO1 Comdty,2026-03-10,89.3741,87.8,881217.0,1000.0,1000.0,78290.0,vwap,78757976279.7
CO1 Comdty,2026-03-11,90.5874,91.98,689367.0,1000.0,1000.0,78290.0,vwap,62447964175.8
CO1 Comdty,2026-03-12,99.0054,100.46,660218.0,1000.0,1000.0,78290.0,vwap,65365147177.2
CO1 Comdty,2026-03-13,100.9261,103.14,453070.0,1000.0,1000.0,78290.0,vwap,45726588127.00001
CO1 Comdty,2026-03-16,102.6905,100.21,467782.0,1000.0,1000.0,78290.0,vwap,48036767471.0
CO1 Comdty,2026-03-17,102.8474,103.42,363609.0,1000.0,1000.0,78290.0,vwap,37396240266.6
CO1 Comdty,2026-03-18,106.6544,107.38,526579.0,1000.0,1000.0,78290.0,vwap,56161967297.6
CO1 Comdty,2026-03-19,112.1507,108.65,657323.0,1000.0,1000.0,78290.0,vwap,73719234576.1
CO1 Comdty,2026-03-20,109.3542,112.19,417568.0,1000.0,1000.0,78290.0,vwap,45662814585.600006
CO1 Comdty,2026-03-23,104.3377,99.94,604993.0,1000.0,1000.0,78290.0,vwap,63123578136.1
CO1 Comdty,2026-03-24,102.5688,104.49,320410.0,1000.0,1000.0,78290.0,vwap,32864069208.0
CO1 Comdty,2026-03-25,99.9751,102.22,262608.0,1000.0,1000.0,78290.0,vwap,26254261060.8
CO1 Comdty,2026-03-26,106.5668,108.01,192501.0,1000.0,1000.0,78290.0,vwap,20514215566.8
CO1 Comdty,2026-03-27,110.4457,112.57,104031.0,1000.0,1000.0,78290.0,vwap,11489776616.7
CO1 Comdty,2026-03-30,114.5074,112.78,129589.0,1000.0,1000.0,78290.0,vwap,14838899458.600002
CO1 Comdty,2026-03-31,116.0027,118.35,18802.0,1000.0,1000.0,78290.0,vwap,2181082765.4
CO1 Comdty,2026-04-01,101.7077,101.16,530795.0,1000.0,1000.0,78290.0,vwap,53985938621.5
CO1 Comdty,2026-04-02,107.4824,109.03,512518.0,1000.0,1000.0,78290.0,vwap,55086664683.200005
CO1 Comdty,2026-04-06,109.3051,109.77,265506.0,1000.0,1000.0,78290.0,vwap,29021159880.6
CO1 Comdty,2026-04-07,109.6248,109.27,591945.0,1000.0,1000.0,78290.0,vwap,64891852235.99999
CO1 Comdty,2026-04-08,93.9133,94.75,731999.0,1000.0,1000.0,78290.0,vwap,68744441686.7
CO1 Comdty,2026-04-09,97.2987,95.92,488290.0,1000.0,1000.0,78290.0,vwap,47509982223.0
CO1 Comdty,2026-04-10,96.2074,95.2,345207.0,1000.0,1000.0,78290.0,vwap,33211467931.800003
CO1 Comdty,2026-04-13,101.1655,99.36,424425.0,1000.0,1000.0,78290.0,vwap,42937167337.5
CO1 Comdty,2026-04-14,96.7783,94.79,346363.0,1000.0,1000.0,78290.0,vwap,33520422322.9
CO1 Comdty,2026-04-15,95.3057,94.93,363081.0,1000.0,1000.0,78290.0,vwap,34603688861.7
CO1 Comdty,2026-04-16,97.4525,99.39,337081.0,1000.0,1000.0,78290.0,vwap,32849386152.5
CO1 Comdty,2026-04-17,91.3211,90.38,597477.0,1000.0,1000.0,78290.0,vwap,54562256864.700005
CO1 Comdty,2026-04-20,95.0865,95.48,339905.0,1000.0,1000.0,78290.0,vwap,32320376782.5
CO1 Comdty,2026-04-21,97.1397,98.48,419552.0,1000.0,1000.0,78290.0,vwap,40755155414.4
CO1 Comdty,2026-04-22,100.3114,101.91,329043.0,1000.0,1000.0,78290.0,vwap,33006763990.2
CO1 Comdty,2026-04-23,103.8872,105.07,365774.0,1000.0,1000.0,78290.0,vwap,37999236692.8
CO1 Comdty,2026-04-24,105.3661,105.33,263154.0,1000.0,1000.0,78290.0,vwap,27727510679.4
